1,	414
2,	31
2,	170
3,	190
4,	197
4,	163
4,	13
5,	197
5,	163
5,	13
6,	197
6,	163
6,	13
7,	92
7,	125
8,	56
9,	201
10,	201
11,	201
12,	361
13,	108
14,	28
14,	81
15,	178
16,	368
17,	368
18,	366
19,	169
20,	169
21,	122
21,	128
22,	28
23,	186
24,	2592
25,	267
26,	368
27,	271
28,	117
29,	269
30,	202
31,	361
32,	108
2384,	2717
34,	5
35,	2609
36,	502
38,	191
39,	514
40,	516
41,	517
43,	522
45,	528
46,	529
47,	530
49,	536
50,	540
51,	56
52,	168
53,	17
54,	194
55,	195
56,	157
57,	61
58,	68
59,	92
60,	9
61,	541
62,	197
63,	243
64,	163
65,	160
66,	200
66,	5
67,	201
68,	2661
69,	547
70,	14
71,	554
72,	558
73,	2657
74,	144
77,	572
77,	570
78,	120
79,	153
81,	63
82,	578
83,	2602
84,	272
85,	369
86,	586
88,	309
89,	208
90,	126
91,	169
92,	209
93,	14
94,	369
95,	76
95,	210
96,	268
97,	271
99,	264
100,	212
102,	493
104,	606
105,	275
2244,	178
2448,	2760
108,	616
109,	620
111,	625
112,	628
113,	630
114,	633
115,	635
116,	638
117,	642
118,	646
119,	647
120,	22
121,	216
121,	193
122,	298
123,	146
124,	168
124,	157
125,	46
126,	39
127,	133
128,	2555
129,	175
130,	51
131,	72
132,	73
133,	93
134,	168
135,	61
136,	36
137,	48
138,	201
139,	5
141,	522
145,	562
146,	683
147,	309
148,	2592
149,	14
150,	784
151,	2
152,	691
152,	169
153,	126
154,	28
155,	149
157,	268
158,	698
158,	222
159,	584
161,	704
161,	91
164,	785
166,	226
167,	227
168,	28
169,	228
170,	264
171,	120
172,	2592
173,	24
174,	271
175,	272
176,	105
177,	26
178,	230
179,	140
180,	202
181,	231
182,	2
183,	182
184,	232
185,	269
186,	165
188,	361
189,	562
191,	14
194,	780
195,	722
198,	789
199,	791
200,	153
201,	2
202,	63
203,	78
204,	128
205,	272
206,	803
208,	382
209,	130
211,	212
212,	309
213,	76
214,	268
215,	283
216,	14
217,	209
218,	272
219,	650
220,	522
223,	168
224,	484
226,	22
228,	751
229,	752
230,	757
231,	240
234,	765
235,	56
236,	251
237,	194
238,	253
239,	191
240,	197
241,	125
242,	275
243,	82
244,	46
244,	243
245,	252
246,	245
246,	30
247,	361
247,	809
250,	128
251,	558
252,	2592
253,	309
255,	2
256,	824
257,	153
257,	23
258,	169
259,	28
260,	149
261,	267
262,	268
263,	829
264,	802
267,	366
269,	227
270,	228
271,	135
272,	202
273,	182
274,	101
275,	162
276,	264
277,	2592
280,	88
281,	271
282,	272
283,	369
284,	76
285,	249
286,	10
287,	231
288,	232
289,	165
290,	847
291,	583
292,	860
294,	864
296,	872
297,	82
298,	496
298,	957
299,	875
300,	876
301,	878
302,	879
302,	243
303,	882
304,	653
305,	56
306,	39
307,	885
308,	275
309,	298
310,	146
311,	630
312,	191
313,	157
314,	70
315,	46
316,	68
317,	193
318,	2585
319,	92
320,	175
321,	17
321,	251
322,	243
322,	5
323,	275
324,	650
325,	890
326,	891
327,	899
327,	660
328,	905
328,	903
329,	909
330,	740
330,	13
331,	861
333,	82
336,	17
338,	58
339,	191
340,	638
341,	193
342,	963
344,	168
345,	251
346,	194
347,	133
348,	92
349,	133
350,	68
351,	163
352,	72
353,	39
354,	2703
357,	974
2239,	361
359,	983
361,	361
361,	37
363,	814
364,	309
366,	919
367,	1190
369,	63
370,	78
372,	926
373,	369
374,	931
377,	2592
378,	260
379,	272
380,	2
381,	212
382,	169
383,	368
384,	2592
385,	269
386,	76
387,	268
388,	271
389,	283
390,	369
392,	839
393,	361
393,	987
394,	990
395,	78
396,	2706
397,	1000
398,	1002
400,	2592
401,	14
402,	162
403,	264
404,	1009
405,	120
406,	169
407,	28
409,	309
410,	267
411,	1017
412,	1016
413,	1021
414,	20
417,	16
418,	228
419,	363
420,	212
421,	2592
423,	270
424,	88
425,	271
426,	272
427,	76
428,	2
429,	67
429,	273
429,	58
430,	274
431,	251
432,	39
433,	218
434,	56
435,	2585
436,	170
2268,	170
438,	193
439,	275
439,	194
440,	160
441,	201
442,	58
443,	22
444,	41
445,	5
446,	276
447,	92
448,	56
449,	76
449,	117
450,	51
451,	277
452,	69
453,	191
454,	278
455,	46
456,	133
457,	2555
458,	175
459,	1169
460,	546
460,	108
461,	939
463,	1003
464,	309
467,	153
468,	264
469,	63
471,	271
472,	1047
472,	117
473,	369
474,	78
476,	2592
477,	58
479,	2
480,	369
481,	26
481,	144
482,	76
483,	283
484,	268
485,	212
486,	120
487,	1064
488,	1072
489,	1077
490,	1083
492,	1091
493,	82
494,	1094
495,	1099
496,	17
497,	649
498,	68
499,	191
500,	1106
501,	1108
502,	1110
503,	170
504,	284
505,	82
506,	17
506,	251
507,	39
508,	5
509,	190
510,	92
511,	175
512,	22
513,	218
514,	286
514,	287
515,	288
516,	197
517,	1160
519,	1172
520,	1174
521,	817
521,	1177
521,	290
521,	62
522,	1180
523,	546
524,	309
525,	14
527,	2
528,	1055
529,	182
530,	292
531,	28
533,	128
534,	1195
535,	1014
537,	402
540,	98
541,	226
542,	16
543,	28
544,	111
544,	130
545,	294
546,	295
547,	2
549,	88
550,	271
551,	1206
552,	369
553,	26
554,	271
556,	78
557,	144
558,	296
558,	130
559,	1116
560,	73
561,	1121
562,	1125
563,	1131
564,	1137
565,	1139
566,	190
2214,	197
568,	1144
569,	17
571,	884
572,	22
573,	293
573,	41
574,	986
575,	1152
576,	1154
577,	56
578,	31
579,	194
580,	298
581,	32
2381,	2611
583,	92
584,	39
585,	251
586,	299
587,	125
588,	68
589,	1214
590,	1219
591,	1125
592,	1125
2218,	56
595,	2602
596,	1233
597,	298
598,	1077
599,	148
601,	1237
602,	22
603,	1238
604,	1240
605,	284
606,	49
607,	17
608,	51
609,	13
610,	133
611,	175
612,	1243
613,	1160
614,	300
615,	1163
615,	162
616,	1247
617,	1250
618,	1252
619,	1256
620,	1259
621,	28
622,	1263
623,	1264
626,	1268
629,	63
631,	309
632,	2602
633,	1278
634,	369
637,	382
639,	283
641,	182
642,	2
643,	116
644,	169
645,	2592
646,	368
648,	76
649,	283
650,	76
651,	26
652,	14
653,	268
654,	166
655,	178
656,	1291
658,	1295
659,	1296
660,	966
661,	1117
662,	124
664,	1291
665,	1312
667,	1128
668,	1321
669,	298
670,	1296
671,	1296
672,	17
674,	136
675,	22
676,	41
677,	1327
678,	1328
680,	252
681,	82
682,	275
683,	51
684,	253
685,	301
686,	2585
687,	197
688,	302
689,	125
690,	251
691,	69
692,	181
693,	98
694,	361
695,	809
696,	1338
697,	1343
698,	1346
699,	1348
700,	1351
701,	309
703,	368
704,	264
705,	100
706,	1264
707,	303
708,	1360
709,	1193
710,	128
711,	1279
712,	78
713,	20
715,	402
717,	226
718,	16
719,	58
720,	130
721,	363
722,	202
724,	209
725,	88
726,	117
727,	369
728,	26
729,	271
730,	76
731,	167
732,	165
733,	1291
734,	5
736,	1383
737,	1312
737,	1385
738,	304
740,	1391
741,	82
743,	1075
745,	58
746,	197
748,	1401
749,	125
751,	171
752,	170
753,	17
754,	124
755,	46
756,	39
757,	133
758,	163
758,	11
758,	190
759,	163
760,	11
761,	41
762,	2555
763,	17
764,	82
765,	1403
766,	156
767,	361
768,	1405
769,	1247
770,	1345
771,	1259
772,	1413
773,	1415
776,	1419
777,	1421
778,	153
779,	122
780,	63
781,	78
782,	309
783,	2602
784,	1427
785,	1426
786,	369
787,	1365
789,	283
790,	130
791,	264
792,	169
793,	271
795,	283
796,	268
797,	127
798,	307
799,	53
800,	2553
801,	100
802,	361
803,	37
804,	202
805,	156
806,	130
807,	78
808,	1495
2383,	2715
809,	1499
810,	309
2383,	196
812,	1496
813,	1434
814,	28
815,	1508
816,	309
817,	128
818,	309
820,	2592
823,	264
824,	308
826,	122
827,	1512
829,	309
830,	209
831,	310
832,	311
833,	1516
834,	1335
835,	20
837,	402
839,	16
840,	130
841,	363
843,	312
844,	313
845,	169
846,	2
847,	14
849,	368
850,	117
851,	369
852,	26
853,	314
854,	268
855,	144
856,	144
856,	204
857,	204
858,	182
859,	1308
860,	190
861,	73
863,	1448
864,	1452
866,	315
867,	82
868,	1465
870,	17
871,	1237
872,	58
873,	316
874,	1399
875,	1226
876,	1244
877,	1484
878,	319
879,	1107
880,	1107
881,	301
882,	320
883,	70
884,	321
885,	251
886,	322
887,	323
888,	98
889,	1489
889,	170
889,	324
889,	5
889,	325
890,	326
891,	1551
892,	5
894,	1557
896,	304
897,	1132
898,	1567
899,	1569
900,	1571
901,	41
902,	327
903,	1574
905,	328
906,	197
907,	1377
908,	1377
909,	1327
910,	1579
911,	1581
912,	252
913,	17
914,	27
915,	316
916,	92
917,	330
918,	46
919,	190
919,	331
919,	163
920,	175
921,	1526
922,	361
923,	1527
924,	179
925,	1495
926,	1508
927,	1534
929,	1536
930,	2681
931,	122
932,	128
933,	1540
934,	2602
935,	1520
936,	369
937,	1544
939,	382
940,	128
941,	122
942,	264
943,	162
944,	2592
945,	161
946,	271
947,	414
948,	209
949,	202
950,	127
951,	130
952,	333
953,	53
954,	1550
955,	1585
956,	1621
957,	1447
958,	1448
959,	1140
961,	1469
962,	1639
963,	1641
964,	17
965,	1105
967,	1645
968,	1647
968,	46
968,	5
969,	1648
970,	1244
971,	56
972,	304
973,	1650
974,	73
975,	253
976,	51
977,	32
978,	220
978,	90
979,	154
980,	197
981,	70
982,	92
983,	251
984,	22
985,	181
986,	46
987,	252
988,	133
989,	163
990,	73
991,	41
992,	361
992,	1590
993,	1339
993,	98
993,	202
994,	1516
994,	1247
995,	997
996,	1594
996,	62
997,	1533
999,	128
1000,	1600
1001,	161
1002,	2592
1004,	2
1005,	2681
1007,	28
1009,	338
1011,	2602
